Word,Frequency
need,2.05128005814563
order,2.0507634011489704
efficiency,2.0425265802357293
respectively,2.0417926671609066
types,2.0377650142765233
disease,2.0357137880811735
olive,2.034807707160765
abundance,2.0312595496105352
dry,2.0292316637185186
various,2.026951687780035
paper,2.0205418603108325
cultivation,2.0183312359677434
index,2.0178176935015184
challenges,2.01360957950117
long,2.005688137032775
chemical,2.0041033032281845
possible,2.0038354551407553
diversification,2.001309519789036
did,1.9926656810003283
10,1.989366431382324
studied,1.9881634423680334
tropical,1.987596523622421
grown,1.9866874625939912
overall,1.9825484349458928
community,1.9768820816342765
resource,1.9713110013731776
technical,1.9623396073738681
irrigated,1.961260275954089
approaches,1.9579485362934959
network,1.956732032159046
especially,1.9560625543655132
identified,1.949543750421979
properties,1.9422510739614316
events,1.9393310990401236
plantation,1.939318054476022
forest,1.9279250765456362
row,1.91944361273979
transitions,1.9120877865544719
values,1.9051309023320304
assessed,1.897532568466224
variations,1.8951073919324657
progenies,1.8898477597686651
total,1.8878050188812818
applied,1.8841607820120607
15,1.8797718916448196
regions,1.8700219284803492
status,1.864891635783925
measured,1.8600021160671012
levels,1.8583758888645379
non,1.8572998382685881
resilience,1.8499928364009226
soc,1.8347841823614528
decision,1.834615329166466
agronomic,1.8341837081335968
fertilizer,1.8270275490961652
mean,1.8227619293975958
ii,1.8204287587230636
s1,1.8189221612021518
perennial,1.818678410567569
case,1.811353617851915
diversified,1.811222405231943
mediterranean,1.806307747306258
reduce,1.8058380362833615
vegetative,1.8032290041789452
winegrowers,1.779686365599129
understand,1.777848330766685
proposed,1.7774555688554345
according,1.7755921139611153
observed,1.7703801181125773
measurements,1.765022357766964
loss,1.7600595192776693
alley,1.7591510010458222
conventional,1.7566135157248903
components,1.7550179733812803
obtained,1.7548737439761284
highly,1.752253740508187
analyses,1.7451603412466195
health,1.7434541870090998
objective,1.7403861748127452
variables,1.7323770347996073
pests,1.7290617292493868
processes,1.726224500810819
mineral,1.7249786668405303
degrees,1.7238058455637209
revealed,1.7200362455293865
response,1.7192674605831284
inter,1.7185598041761072
average,1.708094638687167
performances,1.705160483574077
similar,1.6878584026818233
life,1.6848481539179543
current,1.6823484476829669
agroecosystems,1.680697507363925
capacity,1.6798383611487295
influence,1.6780424825225184
diseases,1.6740185654224518
vegetation,1.6734923641795052
term,1.6652286561434575
decrease,1.665147174386974
climatic,1.663431921059265
role,1.6613248405677772
floral,1.6543839072695874
importance,1.653565023629842
cacao,1.6523930075158417
farmer,1.650233925375158
functioning,1.6485325516905327
tools,1.6430930363755905
deep,1.6366707587815539
rainfall,1.6363026744161533
activity,1.6348440292461681
parameters,1.6344616529622509
type,1.632239532099048
winter,1.6303939662031346
flowering,1.6287899764810168
harvest,1.6246081233871947
treatments,1.6240411432198885
planting,1.6227681811496986
phase,1.6213602966021037
physiological,1.6204485593309406
environment,1.614062078430292
complex,1.609350981636145
losses,1.6081225689890977
large,1.5903573854736954
needs,1.588160858132029
existing,1.5878313643741373
process,1.5842864033454387
promising,1.5801997810267838
deficiency,1.5800334869460124
aimed,1.5793182979276286
material,1.578727898854127
scientific,1.577515350659435
smallholder,1.5753661826196483
25,1.571267219658174
balance,1.5686157071785238
review,1.5519444871684371
suggest,1.5515698526371535
despite,1.545152462224173
rates,1.5413629817740806
summer,1.530314672371391
rows,1.5199027817645956
scenarios,1.5107337776464833
characteristics,1.5104336962902731
experimental,1.50953865422314
work,1.5020147497365945
ratio,1.4993407221286763
consider,1.4976355347300294
conservation,1.4970260281979888
palms,1.4923550430290855
mainly,1.4905075079969032
negative,1.483455332687579
immature,1.4785069133313056
benefits,1.477322734950796
shoots,1.4766789341048518
harvesting,1.4744381455547697
wine,1.4739834483634553
patterns,1.4734754251992657
tillage,1.467708331764725
social,1.466094434088624
range,1.4644291510747587
viticulture,1.4628438548055767
questions,1.461756280722012
limited,1.4605335790082208
implementation,1.4597984012032328
concentrations,1.4565675318991023
metabolism,1.454215804429435
implemented,1.4482901275020046
investigated,1.4460513855738317
regional,1.4442539667993597
tpd,1.4442041934573464
season,1.4391824844683574
uvs,1.438580101569975
end,1.438125235332002
southern,1.4369760691337843
aims,1.4341179917994296
decreased,1.4333923479815287
matter,1.431020093649329
inputs,1.428309956656818
richness,1.4270826772483496
soils,1.4266795631064968
countries,1.4250996323519791
experiments,1.424722776910674
relevant,1.4224069107664046
help,1.419241988120647
legumes,1.419185581926166
published,1.418692971494226
aim,1.4104438830128123
linked,1.4102671829846316
forage,1.410129600372343
layer,1.4073180935126672
evaluate,1.4056165590662208
ffs,1.405542640282718
trunk,1.4048389969835886
information,1.4039496189251457
available,1.402328791916917
reducing,1.4023034655820938
making,1.4016524874464666
trait,1.4012624191930896
treatment,1.400928558093005
multiple,1.4007434277405653
account,1.3970992996681657
efficient,1.3937256286699002
terms,1.3932685229962298
strong,1.3926085832960693
collected,1.3919315892603128
smallholders,1.3907080667904657
participatory,1.3862581088017487
la,1.3858110660945377
conducted,1.3846960607893453
accuracy,1.3828629359450089
trade,1.3779880420303285
literature,1.3751923023477757
resources,1.3738179355184488
considered,1.3701575875510419
rice,1.3692440188837465
temperature,1.3658914627672594
waterlogging,1.3634779084784432
monitoring,1.3614492518584824
improved,1.3614060949226778
limit,1.3611635457639912
positive,1.3592717063729678
constraints,1.3592472183271092
integrated,1.3588853259400802
explore,1.3554244181176918
combination,1.354422009787004
input,1.348963427332643
options,1.3486396224586714
occurrence,1.3472816422125302
20,1.3463619649944942
tested,1.3448833683672563
shoot,1.3415332645532294
presence,1.340694898264422
sector,1.339771104735436
bean,1.3390687941890655
best,1.3389338472385766
contexts,1.3377518835761182
differences,1.3377299764498924
metabolic,1.3375055609493454
indicator,1.3354666217400681
clones,1.3353036358189128
central,1.3306778267890744
assessing,1.3303285172377541
deficit,1.3287302666799856
lca,1.3227800094670426
combined,1.321832222732178
producing,1.3184693539086147
productive,1.3147451191141375
past,1.3145278766485402
improving,1.3106051519686825
levers,1.307803165631488
provided,1.3074250301027919
depth,1.3017801230203885
optimize,1.3017285705581514
supply,1.296786207518653
tfi,1.2957360145673826
tool,1.2953606596308513
highest,1.2948135463766304
durum,1.2943015524743597
multi,1.2928424447255038
agroecology,1.291408873690926
considering,1.2900201161245866
orchard,1.2882412738778788
alternative,1.2868328376906402
involved,1.2862629391517593
diverse,1.2858913655527195
objectives,1.284653957466011
providing,1.2845902095725883
sites,1.2808732927381181
spectral,1.279034538301697
crucial,1.2786993162176166
early,1.275755180650133
herbaceous,1.275744887280804
mg,1.272632383320384
proportion,1.2718497830952746
second,1.2703158858379329
french,1.2699217201375559
disturbance,1.2692983508415474
application,1.2683483417963717
findings,1.2597345125825323
legume,1.257847371346875
putrescine,1.2575629265160078
vine,1.2547503812040832
designed,1.254540703322179
simple,1.2532159626547918
address,1.2518409745867967
genetic,1.2499026110033826
orchards,1.2466578499232925
maintenance,1.2449964572762382
value,1.2411303830256117
evaluation,1.2399084428573834
needed,1.2393655695953798
fertility,1.2392297762002913
agro,1.2369704993498234
individual,1.2343544165834557
mortality,1.233434236911488
grape,1.2299813327853075
weeds,1.2278255002104619
sugar,1.2277854397497416
fertilizers,1.226022202184965
50,1.2256902457234378
intensity,1.2248267693562878
sources,1.2244121797233902
14,1.2240738150498165
roots,1.2237887238520944
contrasting,1.2237733220182705
issues,1.2216009749979608
factor,1.2209469220959877
biofunctool,1.217811750835811
nitrate,1.2121332092698192
adapted,1.2032296672019576
include,1.20157669394693
selected,1.200594563358098
30,1.2002289081160153
decline,1.199666381534346
zone,1.198993041903903
fold,1.1987961963409943
variety,1.1966985485067854
way,1.1965312661501224
greater,1.1951102361014492
solutions,1.1915139647282431
relative,1.18836138947219
given,1.1877443860818153
consumption,1.1861961776984866
recommendations,1.1859592835953312
cost,1.1834201730624865
open,1.1829313670647998
maturation,1.1823599896772332
macrofauna,1.1820747303508308
modelling,1.1815304355002163
relationships,1.178912811638913
weather,1.1788626380568434
conclusions,1.178053401023837
known,1.1723880423418134
iii,1.1694331616757687
develop,1.167485072621309
transformation,1.1662730159887236
microbial,1.1656655050573315
offs,1.1647490075642257
fruiting,1.1643902878714059
biological,1.1631230994012374
correlated,1.1573596981262209
pruning,1.1573443891157942
cultivated,1.1573272001944237
adapt,1.1535665392781886
cereal,1.150342242891076
ct,1.149470596633734
potassium,1.1486842528847894
contents,1.1476537307201622
addition,1.1471570379687421
provides,1.1454423840070287
height,1.1437468498867334
earthworm,1.1421094397688023
provision,1.1404036720676096
maximum,1.1396968943393042
caused,1.139581323020346
leaflet,1.1367922705326396
following,1.1329044943613065
led,1.1308203313129588
savannah,1.1304985488167059
days,1.1301709681129357
fertilisation,1.129461728066428
forests,1.1258521433845157
adoption,1.125751219591311
phenology,1.121960427471546
innovative,1.1216529979268577
point,1.1175884629963597
determine,1.116648644037253
mass,1.1119764838911452
monitored,1.11190664105425
performed,1.1117659810055387
pesticides,1.110994124565973
intensification,1.1013127589688392
function,1.0999501404520622
logging,1.096525387676897
influenced,1.0952739707969854
uses,1.0936074850795379
livestock,1.0919951808267905
estimated,1.0904090589873912
explained,1.090021046504649
samples,1.0883967409284194
2017,1.0878401603282086
intensive,1.0874799639262331
11,1.0863587185582768
regulation,1.0833289474596919
storage,1.0826377481011933
established,1.081628411461765
temperate,1.080888600723516
fruits,1.078765565440738
cereals,1.0773801964000236
intercropping,1.0763875474991238
finally,1.0746855285041628
mixed,1.0745425768877552
developing,1.0745145395563553
produced,1.0735150892592173
freshwater,1.0726107167718129
trajectories,1.0720113049678914
2018,1.0716147110266894
litter,1.0675156535526424
socio,1.0656841489634055
resulting,1.0650315750879094
ndvi,1.0643576749241803
labour,1.0640560206660847
limiting,1.0582407598379757
world,1.057601057723923
effective,1.056682919507708
cycling,1.0559257388519665
little,1.0546080493627896
spring,1.0504082776592936
metabolomics,1.0495559120164084
require,1.049398783121605
contribution,1.0491356006521213
eutrophication,1.0488089048890772
diagnosis,1.0477616635620233
coagula,1.0458316896242055
12,1.0451281198030784
contribute,1.0446869642199434
requires,1.0431465685298484
experiment,1.0430706776773013
bunch,1.0423581561385629
sar,1.0417405675602693
able,1.040725094938567
foliar,1.0389163584916234
family,1.038883773211568
architecture,1.035601390071492
responses,1.0351749629280047
required,1.0340849254794522
primary,1.0300479060045356
60,1.0289681699571334
individuals,1.0289500007779433
affect,1.0256947595328498
operational,1.0251313019732053
successful,1.0240681610994875
currently,1.0204582127941384
old,1.0190220145663678
dormancy,1.016944799145417
seed,1.0169050457981004
combining,1.0143710617321025
selection,1.0123629134641234
growers,1.0122396727519714
pathways,1.0111471921995225
induced,1.0091230247637986
aspects,1.0073920257383013
thailand,1.0063315330568703
wide,1.0061357627538734
concentration,1.005796512143338
test,1.0037649712366525
enhanced,1.0034482107553044
stability,1.0022750646116498
form,1.0005268000060386
difference,0.9994400017341186
stage,0.9992633834528752
project,0.9992105677505048
rate,0.9990035082582379
demonstrate,0.9982369000439885
analyzed,0.9977458068165247
yr,0.9977426375954763
evidence,0.9972221760206592
difficult,0.992838555524788
competition,0.9922430633476207
recent,0.9904044980221338
awareness,0.9902978404715592
poorly,0.9891467920431172
national,0.9889691932705338
timber,0.9882776236261599
characterized,0.9878290280417555
article,0.9867242908700548
researchers,0.985374748575499
seasons,0.9848133866314059
es,0.9829831470819451
challenge,0.9828009309946887
maize,0.9810545020432846
evaluated,0.9764179510044088
poxc,0.9762422669710729
situ,0.9734890534969821
highlighted,0.9728892974748662
acid,0.9726839900008052
zones,0.9675293367438578
step,0.9656415863402724
energy,0.9648918614865643
structural,0.9629259618204185
situations,0.962383135191276
issue,0.961945669069127
wet,0.9614555711419609
negatively,0.9607690203435219
practice,0.9603145407397663
load,0.9602099538899231
ai,0.95666973201087
sentinel,0.9562698328516923
uptake,0.9559639479251415
ability,0.9551059631330661
sharing,0.9545633552775744
planted,0.9531800440778229
calibration,0.9530325500462169
shown,0.9518479897870281
13,0.9507268997536092
decades,0.9493290119675312
south,0.9491288111843288
pea,0.9484001633986392
worldwide,0.9477285584771792
af,0.9470856307768094
gradient,0.9456652576759413
berry,0.9395184774602017
2013,0.9388081537915999
dehydration,0.9378107996914209
initial,0.9343084275058178
targeted,0.9340871414740849
carried,0.9335990925187062
extent,0.930461090841615
recorded,0.9300079161430606
regarding,0.9274876260024468
residues,0.9234926886024034
affected,0.9234715649581019
block,0.923453902203355
rotation,0.9228025990370723
represent,0.9211880491756115
grain,0.9195442141865915
vertical,0.9172768505892304
agroecosystem,0.9148133876990561
included,0.9145057314708392
daily,0.914480174406557
enhance,0.9141504967564151
explain,0.9131164138414933
view,0.9107520298621954
40,0.9077922338772277
size,0.9076438833760934
analysed,0.9072522701896394
spatially,0.9060650883631841
larger,0.9046002636993078
reproductive,0.9043109409397834
strongly,0.9038684426441871
heterogeneity,0.9018689924370068
radiation,0.9006761296362905
clone,0.8998969704948353
facing,0.8997961024135587
result,0.8980338836691929
prices,0.8976371976465687
agrosystems,0.8975714703155462
dynamic,0.8938920051701734
pollination,0.8927647888803194
age,0.8916133821793383
wind,0.8910122460308785
scenario,0.8909786831154984
pressure,0.8902544150483822
variable,0.8901793499971882
lack,0.8892743567207269
seasonal,0.888961477704887
mm,0.8889398475371766
propose,0.8883388610199014
particularly,0.8866191328470964
sets,0.88384152108373
remains,0.8831596762156516
dfs,0.8803970204331387
useful,0.8798921329951284
surface,0.8791367774540019
improvement,0.8788002076389941
nematode,0.8767052964179256
requirements,0.8761927287132556
leaves,0.8743875803210103
moderate,0.8742962350343099
2014,0.8702729504535727
gaps,0.8700241723718675
17,0.8681474017824983
relevance,0.8641614703386334
guineensis,0.8631090714397045
et,0.8629197315012045
followed,0.8617297552049581
positively,0.8616848724844893
depending,0.8615428920925211
respiration,0.8590387463590674
determined,0.8575510870754729
complexity,0.8571866201300835
ways,0.8571126472812383
stresses,0.8568726155345395
province,0.8559594047400143
deli,0.8559350792685977
sucrose,0.8544954284701392
hypothesis,0.8544110415541551
detected,0.852810855788112
collective,0.8520783457450767
varied,0.8517080019019257
gradients,0.8508165841429608
cultivar,0.8502151859476577
consecutive,0.8501418887999138
lowest,0.8487463087052368
expected,0.8482300992029939
phenological,0.8478913958704658
quantify,0.8477711891332991
improvements,0.8467232948939417
diameter,0.8446609458026934
75,0.8444937028381964
impacted,0.8438689584932464
sampling,0.8433764720721346
common,0.8409316003043523
relationship,0.8409129780360791
distance,0.8399492286412801
young,0.8398482963044115
nutrients,0.8395166233295513
presented,0.8391220980730754
nutrition,0.8359389099677321
habitats,0.8352425967639575
reference,0.8330826293989757
sensitivity,0.8309023894280927
demand,0.8305560165557663
tapping,0.8286235984173193
furthermore,0.8274469104157265
flower,0.8256246003988581
processing,0.8244062586941792
16,0.8233602542026784
action,0.8207229192640407
alleys,0.8201858508980936
organs,0.8200440928810193
resistance,0.8200326717736309
varieties,0.8199116414112047
identification,0.8197177190292257
n2o,0.8190487784126754
good,0.8186093198253329
appeared,0.8175891595298392
2019,0.8175335256028153
weight,0.8167963582610556
conclude,0.8159351057851548
periods,0.815430838751221
allocation,0.8153084141801056
lead,0.8146123518108795
analyze,0.8141693591627384
calculated,0.8133479200030708
africa,0.8115830281249563
clear,0.8114087037476714
networks,0.8102598176693434
costs,0.8092759068354487
generally,0.8064572404436697
inorganic,0.8054625455423565
18,0.8051620056973738
spontaneous,0.8045101232951776
applications,0.8039943267549817
interviews,0.803912053913579
purpose,0.8035618066411454
focus,0.8024147000863504
extreme,0.8018298524536922
traditional,0.8004855412574525
comparison,0.7998158729033835
hand,0.7970918450703951
monoculture,0.7959496039854366
household,0.7950152374608261
methodological,0.7944838185958094
points,0.7939608031318902
vigour,0.7938239073155287
investigate,0.7931319092698714
plasticity,0.7923108394213243
dominant,0.7911254341977114
aggregate,0.7903866104190789
arable,0.790126770391107
survival,0.7900428693354535
dependent,0.7885467370569548
semi,0.7883041892881304
ecosystems,0.7881435183123153
metrics,0.7871082204895729
distribution,0.7858493671734736
households,0.7828218152672431
highlights,0.7808358782639521
eacute,0.7807438206495745
classification,0.7791760690592434
innovations,0.778017563967247
promote,0.7776103677701156
concept,0.7764440208064471
poor,0.7763627832941287
discussion,0.7762397681201139
branch,0.7751362743140114
aboveground,0.7749716216073826
net,0.7739701576371113
direct,0.7738388086207464
quantitative,0.7735337308177923
acs,0.7717647024621013
microclimate,0.771360863688389
european,0.7713422521641136
demonstrated,0.7712850650021558
replanting,0.7665461650010159
market,0.764807283898195
single,0.7639505403663689
length,0.7635934856488666
attributes,0.7620676131507871
understory,0.7588636616106119
grasslands,0.757040535106293
proved,0.7564096363309992
characterize,0.7560655510597311
combinations,0.7537278428626935
reviewed,0.7528145224264754
canopy,0.7527253757135972
derived,0.7526595702545938
rf,0.7519991100592327
medium,0.750365706002479
simulation,0.7489192753928409
beans,0.74797918750235
beneficial,0.7468896912057086
fine,0.7444937274575989
date,0.744234582650827
particular,0.7438805943135748
analyse,0.7433290373135234
population,0.7425506115051225
remain,0.7417018750818595
situresp,0.7406157729954099
physiology,0.7405668623513065
compare,0.7379035761434891
dimensions,0.7373243685125932
temperatures,0.7357759814041823
defined,0.7343236897207255
designing,0.7331412386875895
abundant,0.7328305495025151
decomposition,0.7315052944193465
variance,0.7311524787039738
profitability,0.7305647792916214
shallow,0.7301945187164669
maintaining,0.7292409889652258
suggests,0.7284432102230574
seven,0.7251181054187926
bearing,0.7244757365822865
abiotic,0.7233138638472988
face,0.7226520160161006
critical,0.7216518359838102
34,0.7204951294916213
monitor,0.7177813063900715
human,0.7177395263261629
optimal,0.716521244465481
survey,0.7161724940494648
drivers,0.7145360235722973
training,0.7142139211534047
months,0.7137217675173418
frequency,0.7133483176062856
beef,0.7133442536240011
rapid,0.7122356817591728
stocks,0.711717392655099
methodology,0.7080840664775556
incidence,0.7071983705512721
built,0.7056053341328264
19,0.7055579557028844
essential,0.7055554658520305
representing,0.7051744226374775
income,0.7027511331058875
shows,0.7018618157347144
located,0.7013867970083052
insights,0.7012075072122902
stages,0.6985590209776998
times,0.6956976675774089
nr,0.6933724968484332
criteria,0.690954135764069
successive,0.690609173601111
map,0.6905165043628845
termination,0.6898748129238951
simulated,0.6897146017688716
amounts,0.6894322828194459
month,0.6887706485637491
achieve,0.6887435197798751
surveys,0.6855825264419553
northern,0.6848891533068195
90,0.6847021922515584
policy,0.683639198824092
21,0.6835841559333046
coverage,0.6827780115292484
allowing,0.6811685479041519
west,0.680445497444725
probably,0.6801222391256203
sub,0.679393748259759
gain,0.6787076895650097
activities,0.678185421739321
accumulation,0.6752288488799936
contrasted,0.6745259311249372
access,0.6699400610886486
discussed,0.668749194991976
additionally,0.6673017204011005
walnut,0.6658509304672344
suggesting,0.6644082311907378
reported,0.6614444624443678
commercial,0.6606223534833914
faba,0.6558299420701789
risk,0.6530461183211584
expansion,0.6481031554560639
mowing,0.6444639313621201
sown,0.644099212447796
ranged,0.6433297807236403
vs,0.6426548956292861
ph,0.6420996177978249
suitable,0.641107104363155
largely,0.6375418741360759
vh,0.6330487629220996
component,0.6328986761552923
actors,0.6302696524610031
addressed,0.6289667123006298
estimation,0.6286197762497672
differed,0.6284830649670877
versus,0.6279840812622469
focused,0.6243721482040171
typology,0.6152028723580842
achieved,0.613180531847144
23,0.6130532296804987
mapping,0.6107332776130978
physical,0.6047548134992099
managed,0.5994709037758643
driven,0.59836765206024
cycles,0.5889582182680775
gap,0.5731237304879548
notably,0.5634737363652762
vv,0.5481933925007972
herbicides,0.5304037435853237
involving,0.5242725391571821
conclusion,0.5084139876253672
les,0.5064284242051293
budburst,0.45314267345074755
egrave,0.3534813149243389
des,0.27129156805276144
